101921.06381355926,437404.31324925664,0
102022.73657284878,437683.8769472369,-1
102152.78995661103,437823.1467166316,1
102293.37640238479,438003.08562466083,2
102264.11805187575,437969.7311609254,2
102408.94686946999,437986.9935144165,3
102582.44900321901,438039.51239147485,4
102620.19227189611,438062.33379317663,4
102622.82545012713,438044.778747948,4
102704.30998597924,438253.53723071504,-1
102480.33729359784,438277.9680005333,5
102457.66215046804,438269.19039064995,5
102252.26831345192,438202.92023895035,6
102163.761794416,438198.67786714097,6
101969.92517862435,438169.85829240317,7
102027.41789497872,438128.75037799735,7
102103.4896412254,438229.10646093,6
102269.53084149226,438221.4992688427,6
102422.99101036467,438287.03812758275,5
102531.39323567196,438285.57519260957,5
102613.46280587836,438165.7621791768,4
102715.28199831126,438111.341591374,4
103134.40798288553,437977.3383530017,-1
103408.26619955612,437813.6378138109,-1
103498.67460387464,437389.53781540244,-1
103597.71418494423,436924.3299025882,-1
103651.6958224376,436584.055101108,8
103656.23088597342,436490.1357924555,8
103750.00393603173,436211.3035619619,-1
104007.47752528083,435856.54601833166,9
104049.75585748267,435810.75660729106,9
104380.52158160404,435425.7165539388,-1
104621.31785170526,434934.6149363553,10
104846.46096190486,434403.722080734,11
105046.00305901724,433693.47535145987,12
105076.87060310466,433591.50990044395,12
105088.42764981318,433495.1034976164,12
104994.2158239836,433407.47470467235,-1
104562.50863351002,433434.39256865456,-1
104159.47475916898,433381.1422240985,13
103734.49703469095,433292.4894464796,-1
103340.38685428926,433139.90700367675,-1
102896.97635851303,433095.2880104211,14
102480.77624389618,433272.447481603,15
102375.29971400816,433349.98216282285,15
102279.47869462239,433403.67128315015,-1
101972.55853138243,433537.23557121307,-1
101892.24423881038,433676.7980323342,16
101686.26536740665,433897.6985961751,17
101634.77064956128,433950.21747322235,17
101561.03956437956,434069.5915363457,18
101509.1060707518,434103.82372615073,18
101320.68207002743,434300.8789036151,19
101245.78074158785,434355.7382672114,19
101185.06963808782,434442.19681688654,19
101121.72535634568,434545.77128696494,-1
100998.69395577832,434799.00250440463,20
100984.21103911237,434830.1625656692,20
100958.60985150917,434857.5192054227,20
100964.16907425798,434887.9479737278,20
100829.5806269821,435047.40596658207,21
100773.2581538856,435131.96263098577,21
100606.19296895502,435394.5564926742,22
100540.36159303781,435395.2879601608,22
100258.74992569683,435443.56411633344,23
100109.678561755,435455.85263052856,-1
99837.72205583996,435614.4330718403,-1
99726.68665227946,435780.474272085,24
99645.20211644957,436095.0016273901,-1
99549.96613140698,436458.0978305832,-1
99394.75051037317,436802.46874528984,-1
99216.71331309945,437007.86240779,25
99139.4713235838,437071.79207296274,25
98771.84005687712,437136.8918068552,-1
98663.73034874698,437123.14035768696,-1
98319.06691684101,437105.87800419587,-1
98168.23992623291,437121.53116411966,-1
97921.88460789886,437112.02226128784,26
97602.23698017656,437122.8478404987,-1
97294.87786666046,437194.09200604353,27
96985.76330097186,437325.31563304143,-1
96660.55662503892,437520.7616169385,28
96331.40009448482,437718.1091370641,-1
96024.47975672889,437864.83983992983,29
95766.1284413991,437998.69681971916,-1
95444.57910292126,438183.3172243943,30
95293.606028235,438312.785399253,-1
95216.21760560927,438423.96723592357,31
95182.57045013634,438517.0088184842,31
95161.21180890291,438565.7239249663,31
95146.87532534705,438706.164112157,-1
95166.4783399142,438846.7505579308,32
95210.51212426634,438950.76397829637,32
95296.9706739637,439096.3242633994,-1
95520.06564026438,439195.6565361843,-1
95657.28744032054,439235.74046589306,33
95727.79996384062,439242.4697573838,33
96102.45338826928,439403.9760686197,-1
96264.54473388169,439488.6789916286,34
96447.40951186836,439627.8025024292,35
96491.73581340876,439692.46346056147,35
96484.4213130478,439971.73446682637,36
96466.13480034372,440012.98881435336,36
96394.45185903872,440106.1766555081,37
96373.82468525857,440149.18645520764,37
96241.57689905877,440330.14934788947,38
96196.22643830538,440401.6862051496,38
96034.281351276,440637.94741174835,39
95876.57881058309,440868.35705294815,-1
95734.96838013451,441143.0929956883,40
95622.46986707379,441414.61055130506,41
95600.96496723514,441514.0890826619,41
95569.07343847287,441714.508731339,-1
95533.37831367248,441829.6404226418,-1
95500.9014014796,442128.2221008238,-1
95455.4046821543,442355.41318036197,-1
95407.12835142128,442586.26177187124,42
95393.52333538531,442632.19726698997,42
95376.5533245332,442757.5693286112,43
95353.8781814145,442918.6366895488,-1
95333.10474906242,443056.8824742798,-1
95282.04898152647,443201.41877468576,-1
95192.6645618717,443446.89636691695,44
95164.57662914757,443506.5834857532,44
95071.09609627751,443708.3198108094,-1
95022.67350698367,443836.76400097104,-1
94982.73583584682,443954.23635335,-1
94922.90245843859,444070.0995121505,-1
94888.08505970781,444270.08038503415,45
94875.06507802612,444332.9858909939,45
94855.16937174366,444436.70679418236,45
94839.95498760222,444542.1831495433,45
94826.78874731531,444598.2129309023,45
94819.32798837134,444803.1678176423,46
94801.18773425028,444870.7546457209,46
